sample_key,idx,project,commit_id,target,cwe,cve,func_hash,file_name,label_changed_line_count,char_len,token_len_approx,line_count,macro_count,preproc_count,call_count,unique_call_count,loop_count,cond_count,ptr_count,memory_api_count,string_api_count,bounds_keyword_count,error_handling_keyword_count,lifecycle_keyword_count,null_keyword_count,zero_shot_pred,zero_shot_correct,zero_shot_prompt_mode,zero_shot_prompt_tokens,zero_shot_completion_tokens,zero_shot_total_tokens,zero_shot_message_chars,author_no_yes_pred,author_no_yes_correct,author_no_yes_prompt_mode,author_no_yes_prompt_tokens,author_no_yes_completion_tokens,author_no_yes_total_tokens,author_no_yes_message_chars,yes_only_pred,yes_only_correct,yes_only_prompt_mode,yes_only_prompt_tokens,yes_only_completion_tokens,yes_only_total_tokens,yes_only_message_chars,no_only_pred,no_only_correct,no_only_prompt_mode,no_only_prompt_tokens,no_only_completion_tokens,no_only_total_tokens,no_only_message_chars,icl_pred,icl_correct,icl_prompt_mode,icl_prompt_tokens,icl_completion_tokens,icl_total_tokens,icl_message_chars,old_rag_pred,old_rag_correct,old_rag_prompt_mode,old_rag_prompt_tokens,old_rag_completion_tokens,old_rag_total_tokens,old_rag_message_chars,positive_weighted_rag_pred,positive_weighted_rag_correct,positive_weighted_rag_prompt_mode,positive_weighted_rag_prompt_tokens,positive_weighted_rag_completion_tokens,positive_weighted_rag_total_tokens,positive_weighted_rag_message_chars,balanced_grouped_no_label_bc_pred,balanced_grouped_no_label_bc_correct,balanced_grouped_no_label_bc_prompt_mode,balanced_grouped_no_label_bc_prompt_tokens,balanced_grouped_no_label_bc_completion_tokens,balanced_grouped_no_label_bc_total_tokens,balanced_grouped_no_label_bc_message_chars,retrieval_query_idx,retrieval_query_func_id,retrieval_func_char_len,retrieval_func_line_count,retrieval_num_selected_query_chunks,retrieval_num_index_matches,retrieval_top1_score,retrieval_top2_score,retrieval_score_gap_top1_top2,retrieval_mean_match_score,retrieval_top_pos_score_max,retrieval_top_neg_score_max,retrieval_pos_neg_margin_max,retrieval_pos_neg_margin_mean,retrieval_positive_evidence_count,retrieval_negative_evidence_count,retrieval_unknown_evidence_count,retrieval_top1_evidence_role,retrieval_top1_evidence_polarity,retrieval_top1_polarity_agrees_target,retrieval_same_project_match_count,retrieval_same_cwe_match_count,retrieval_role_count_vulnerable_changed,retrieval_role_count_fixed_changed,retrieval_role_count_safe_background,retrieval_role_count_vulnerable_context,retrieval_role_count_unknown,method_known_pred_count,method_yes_count,method_no_count,method_yes_rate,method_disagree,method_pred_entropy
idx:197128,197128,mruby,f72315575f78a9a773adbce0ee7d3ec33434cb76,1,CWE-125,CVE-2022-0717,236078569306136776334536654321578023921,codegen.c,1,3787,978,174,0,0,76,24,1,53,45,0,0,8,0,0,0,0,0,,,,,4123,0,0,,,,,5777,0,0,,,,,4782,0,0,,,,,5118,0,0,,,,,26196,0,0,,2060,2,2062,7415,0,0,rag_inline_function_label,2064,2,2066,7731,0,0,baseline_compatible_grouped_no_label,2092,2,2094,7200,197128,197128,3787,174,2,21,0.9405497312545776,0.9405497312545776,0.0,0.9339022011983962,0.9405497312545776,0.9405497312545776,0.0,-0.00013747811317443848,10,10,1,fixed_changed,0,no,0,0,10,5,5,1,0,8,0,8,0.0,0,0.0
idx:253515,253515,mruby,f72315575f78a9a773adbce0ee7d3ec33434cb76,0,CWE-125,CVE-2022-0717,24141483316666647152319474982009169945,None,4,3886,1004,178,0,0,79,24,1,54,45,0,0,8,0,0,0,0,1,,,,,4222,0,1,,,,,5876,0,1,,,,,4881,0,1,,,,,5217,0,1,,,,,26295,0,1,,2093,1,2094,7514,0,1,rag_inline_function_label,2097,1,2098,7830,0,1,baseline_compatible_grouped_no_label,2125,2,2127,7299,253515,253515,3886,178,2,21,0.9405497312545776,0.9405497312545776,0.0,0.9339022011983962,0.9405497312545776,0.9405497312545776,0.0,-0.00013747811317443848,10,10,1,fixed_changed,0,yes,0,0,10,5,5,1,0,8,0,8,0.0,0,0.0
idx:197135,197135,linux,505d9dcb0f7ddf9d075e729523a33d38642ae680,1,CWE-703,CVE-2021-3744,164338035268758054525512134234222500237,ccp-ops.c,6,6867,1760,280,0,0,44,19,3,48,161,2,0,12,27,1,2,1,1,,,,,7203,1,1,,,,,8857,1,1,,,,,7862,1,1,,,,,8198,1,1,,,,,24297,1,1,,3180,1,3181,10661,1,1,rag_inline_function_label,3213,1,3214,10947,1,1,baseline_compatible_grouped_no_label,3202,1,3203,10365,197135,197135,6867,280,2,24,0.9418230652809143,0.9379961490631104,0.003826916217803955,0.9320148800810178,0.9379961490631104,0.9379961490631104,0.001026749610900879,0.0005133748054504395,10,10,4,vulnerable_context,,unknown,8,0,10,0,10,4,0,8,8,0,1.0,0,0.0
idx:253699,253699,linux,505d9dcb0f7ddf9d075e729523a33d38642ae680,0,CWE-703,CVE-2021-3744,192342382845429506037482636536985801583,ccp-ops.c,7,6915,1768,282,0,0,45,19,3,48,162,2,0,12,27,1,2,1,0,,,,,7251,1,0,,,,,8905,1,0,,,,,7910,1,0,,,,,8246,1,0,,,,,24345,1,0,,3201,2,3203,10709,1,0,rag_inline_function_label,3235,2,3237,10995,1,0,baseline_compatible_grouped_no_label,3304,1,3305,10620,253699,253699,6915,282,2,23,0.9421263337135315,0.9421263337135315,0.0,0.9379646389380746,0.941605269908905,0.9421263337135315,0.0,-0.0002605319023132324,10,10,3,safe_background,0,yes,14,0,10,0,10,3,0,8,8,0,1.0,0,0.0
idx:197142,197142,tensorflow,6da6620efad397c85493b8f8667b821403516708,1,CWE-476,CVE-2021-37663,175054869100587978050053791864843631748,quantize_op.cc,2,2320,508,56,0,0,27,13,4,2,33,0,0,0,4,0,3,1,1,,,,,2656,1,1,,,,,4310,1,1,,,,,3315,1,1,,,,,3651,1,1,,,,,8577,0,0,,1418,1,1419,6090,1,1,rag_inline_function_label,1571,2,1573,6772,1,1,baseline_compatible_grouped_no_label,1620,4,1624,6256,197142,197142,2320,56,2,22,0.9976662397384644,0.9970126152038574,0.0006536245346069336,0.9689187488772653,0.9976662397384644,0.9792946577072144,0.037824392318725586,0.028097987174987793,10,10,2,vulnerable_changed,1,yes,22,0,10,4,6,2,0,8,7,1,0.875,1,0.5435644431995964
idx:253970,253970,tensorflow,6da6620efad397c85493b8f8667b821403516708,0,CWE-476,CVE-2021-37663,245467204964919391793075021199596127255,quantize_op.cc,43,4946,925,99,0,0,55,15,4,3,33,0,0,9,4,0,3,1,0,,,,,5282,1,0,,,,,6936,1,0,,,,,5941,1,0,,,,,6277,1,0,,,,,11389,0,1,,1913,1,1914,8662,1,0,rag_inline_function_label,2111,1,2112,9485,1,0,baseline_compatible_grouped_no_label,2151,4,2155,9029,253970,253970,4946,99,2,22,0.9976662397384644,0.9792946577072144,0.01837158203125,0.9685468023473566,0.9976662397384644,0.9792946577072144,0.01837158203125,0.009936481714248657,10,10,2,vulnerable_changed,1,no,22,0,10,5,5,2,0,8,7,1,0.875,1,0.5435644431995964
idx:197185,197185,FFmpeg,9ffa49496d1aae4cbbb387aac28a9e061a6ab0a6,1,CWE-252,CVE-2021-38171,158925528540777233957652669648532881464,None,2,1566,338,48,0,0,16,10,0,7,25,0,0,4,7,0,0,1,1,,,,,1902,1,1,,,,,3556,1,1,,,,,2561,1,1,,,,,2897,1,1,,,,,17297,1,1,,1288,2,1290,5048,1,1,rag_inline_function_label,1564,1,1565,6012,1,1,baseline_compatible_grouped_no_label,1503,1,1504,5127,197185,197185,1566,48,2,22,0.9455637335777283,0.9455637335777283,0.0,0.9432037689469077,0.9455637335777283,0.944139301776886,0.0014244318008422852,0.0014244318008422852,10,10,2,vulnerable_changed,1,yes,0,0,10,2,8,2,0,8,8,0,1.0,0,0.0
idx:255032,255032,FFmpeg,9ffa49496d1aae4cbbb387aac28a9e061a6ab0a6,0,CWE-252,CVE-2021-38171,40516325143740418299117254278054276605,None,4,1611,349,50,0,0,16,10,0,8,24,0,0,4,8,0,0,1,0,,,,,1947,1,0,,,,,3601,1,0,,,,,2606,1,0,,,,,2942,1,0,,,,,17342,1,0,,1302,2,1304,5093,1,0,rag_inline_function_label,1578,2,1580,6057,1,0,baseline_compatible_grouped_no_label,1513,4,1517,5241,255032,255032,1611,50,2,21,0.950453519821167,0.950453519821167,0.0,0.9388885299364725,0.950453519821167,0.944850504398346,0.005603015422821045,0.004431247711181641,10,10,1,vulnerable_changed,1,no,10,0,10,0,10,1,0,8,8,0,1.0,0,0.0
idx:197223,197223,njs,ab1702c7af9959366a5ddc4a75b4357d4e9ebdc1,1,CWE-787,CVE-2022-29379,236847431367932249474325490160608146650,njs_module.c,1,1138,285,57,0,0,7,6,0,8,30,0,0,12,11,0,3,1,1,,,,,1474,1,1,,,,,3128,1,1,,,,,2133,1,1,,,,,2469,1,1,,,,,4929,1,1,,1171,2,1173,4737,1,1,rag_inline_function_label,1257,1,1258,5120,1,1,baseline_compatible_grouped_no_label,1224,4,1228,4452,197223,197223,1138,57,2,21,0.947179913520813,0.9461116194725037,0.0010682940483093262,0.9283164654459272,0.947179913520813,0.9461116194725037,0.0022968053817749023,0.0016825497150421143,10,10,1,vulnerable_changed,1,yes,2,0,10,1,9,1,0,8,8,0,1.0,0,0.0
idx:255574,255574,njs,ab1702c7af9959366a5ddc4a75b4357d4e9ebdc1,0,CWE-787,CVE-2022-29379,78973632734119439539784178182699583703,njs_module.c,1,1139,286,57,0,0,7,6,0,8,30,0,0,12,11,0,3,1,0,,,,,1475,1,0,,,,,3129,1,0,,,,,2134,1,0,,,,,2470,1,0,,,,,4930,1,0,,1171,1,1172,4738,0,1,rag_inline_function_label,1267,1,1268,5160,1,0,baseline_compatible_grouped_no_label,1224,1,1225,4453,255574,255574,1139,57,2,22,0.9399200677871704,0.9394357800483704,0.00048428773880004883,0.9276569837873633,0.9399200677871704,0.9390218257904053,0.0022968053817749023,0.0015975236892700195,10,10,2,vulnerable_changed,1,no,2,0,10,4,6,2,0,8,7,1,0.875,1,0.5435644431995964
idx:197239,197239,tensorflow,203214568f5bc237603dbab6e1fd389f1572f5c9,1,CWE-20,CVE-2021-37665,324241400481110766657474950076141174434,mkl_requantize_per_channel_op.cc,14,5096,1010,109,0,0,64,33,1,5,51,3,0,2,5,0,3,1,1,,,,,5432,1,1,,,,,7086,1,1,,,,,6091,1,1,,,,,6427,1,1,,,,,11353,1,1,,2064,2,2066,8883,1,1,rag_inline_function_label,2185,1,2186,9525,1,1,baseline_compatible_grouped_no_label,2290,2,2292,9408,197239,197239,5096,109,2,22,0.9658677577972412,0.9624752402305603,0.003392517566680908,0.9395149729468606,0.9658677577972412,0.956869900226593,0.008997857570648193,0.00575566291809082,10,10,2,vulnerable_changed,1,yes,12,0,10,5,5,2,0,8,8,0,1.0,0,0.0
idx:255787,255787,tensorflow,203214568f5bc237603dbab6e1fd389f1572f5c9,0,CWE-20,CVE-2021-37665,201878661619754288848170161353082339443,mkl_requantize_per_channel_op.cc,21,5427,1045,119,0,0,67,31,1,5,51,3,0,1,5,0,3,1,0,,,,,5763,1,0,,,,,7417,1,0,,,,,6422,1,0,,,,,6758,1,0,,,,,11684,1,0,,2121,1,2122,9214,1,0,rag_inline_function_label,2242,1,2243,9856,1,0,baseline_compatible_grouped_no_label,2263,1,2264,9316,255787,255787,5427,119,2,22,0.9264550805091858,0.9264550805091858,0.0,0.9234471266919916,0.9264550805091858,0.9239417910575867,0.002513289451599121,0.002513289451599121,10,10,2,vulnerable_changed,1,no,2,0,10,6,4,2,0,8,8,0,1.0,0,0.0
idx:197242,197242,tensorflow,537bc7c723439b9194a358f64d871dd326c18887,1,CWE-908,CVE-2021-37682,233995710646174347190469029723118566827,svdf.cc,9,9667,1625,206,0,0,77,19,3,15,177,0,0,9,1,0,0,1,1,,,,,10003,1,1,,,,,11657,1,1,,,,,10662,1,1,,,,,10998,0,0,,,,,20310,1,1,,3173,1,3174,13462,1,1,rag_inline_function_label,3367,2,3369,14223,1,1,baseline_compatible_grouped_no_label,3447,4,3451,13859,197242,197242,9667,206,2,22,0.9553876519203186,0.9522124528884888,0.003175199031829834,0.9384591362693093,0.9553876519203186,0.9522124528884888,0.0059667229652404785,0.004570960998535156,10,10,2,vulnerable_changed,1,yes,20,0,10,1,9,2,0,8,7,1,0.875,1,0.5435644431995964
idx:255807,255807,tensorflow,537bc7c723439b9194a358f64d871dd326c18887,0,CWE-908,CVE-2021-37682,188910489616727486494118083484300735225,None,7,10123,1690,213,0,0,82,19,3,15,182,0,0,9,1,0,0,1,0,,,,,10459,1,0,,,,,12113,1,0,,,,,11118,1,0,,,,,11454,0,1,,,,,20766,0,1,,3282,2,3284,13918,1,0,rag_inline_function_label,3476,2,3478,14679,1,0,baseline_compatible_grouped_no_label,3556,3,3559,14315,255807,255807,10123,213,2,22,0.9553877115249634,0.9522125720977783,0.0031751394271850586,0.9384591633623297,0.9553877115249634,0.9522125124931335,0.0059667229652404785,0.004570960998535156,10,10,2,vulnerable_changed,1,no,20,0,10,1,9,2,0,8,6,2,0.75,1,0.8112781244591328
idx:197247,197247,tensorflow,ee119d4a498979525046fba1c3dd3f13a039fbb1,1,CWE-369,CVE-2021-37690,296174489268649475183296977682065052967,None,2,2523,501,63,0,0,42,25,2,9,32,1,0,21,5,0,0,0,0,,,,,2859,0,0,,,,,4513,1,1,,,,,3518,0,0,,,,,3854,1,1,,,,,10610,0,0,,1448,2,1450,6379,0,0,rag_inline_function_label,1615,1,1616,7099,0,0,baseline_compatible_grouped_no_label,1713,1,1714,6978,197247,197247,2523,63,2,24,0.9360512495040894,0.9296448230743408,0.006406426429748535,0.9196845764915148,0.9360512495040894,0.9296448230743408,0.006406426429748535,0.0030889809131622314,10,10,4,vulnerable_changed,1,yes,11,0,10,1,9,4,0,8,2,6,0.25,1,0.8112781244591328
idx:255932,255932,tensorflow,ee119d4a498979525046fba1c3dd3f13a039fbb1,0,CWE-369,CVE-2021-37690,25506560335878301067355400382857145905,None,13,3318,627,80,0,0,47,27,3,9,37,1,0,21,5,0,0,1,0,,,,,3654,0,1,,,,,5308,0,1,,,,,4313,0,1,,,,,4649,1,0,,,,,11405,0,1,,1554,1,1555,6945,0,1,rag_inline_function_label,1781,1,1782,7969,0,1,baseline_compatible_grouped_no_label,1889,10,1899,7773,255932,255932,3318,80,2,23,0.9360512495040894,0.9296448230743408,0.006406426429748535,0.9223024326822032,0.9360512495040894,0.9296448230743408,0.006406426429748535,0.003153890371322632,10,10,3,vulnerable_changed,1,no,17,0,10,1,9,3,0,8,2,6,0.25,1,0.8112781244591328
idx:197262,197262,tensorflow,e6cf28c72ba2eb949ca950d834dd6d66bb01cfae,1,CWE-125,CVE-2021-41219,281398484697111962957982643274603954439,sparse_matmul_op.cc,3,4354,1055,107,0,0,75,26,0,16,49,3,0,1,3,3,1,1,1,,,,,4690,1,1,,,,,6344,1,1,,,,,5349,1,1,,,,,5685,0,0,,,,,13196,0,0,,1862,1,1863,7876,1,1,rag_inline_function_label,1998,1,1999,8471,1,1,baseline_compatible_grouped_no_label,2131,1,2132,8572,197262,197262,4354,107,2,21,0.9671514630317688,0.9604634642601013,0.0066879987716674805,0.953950393767584,0.9671514630317688,0.9591400623321533,0.008011400699615479,0.005056232213973999,10,10,1,vulnerable_changed,1,yes,21,0,10,6,4,1,0,8,6,2,0.75,1,0.8112781244591328
idx:256138,256138,tensorflow,e6cf28c72ba2eb949ca950d834dd6d66bb01cfae,0,CWE-125,CVE-2021-41219,324184408352079066865576775824843839346,sparse_matmul_op.cc,6,4710,1144,116,0,0,81,26,0,18,53,3,0,2,5,3,1,1,0,,,,,5046,1,0,,,,,6700,0,1,,,,,5705,0,1,,,,,6041,0,1,,,,,13552,0,1,,1948,2,1950,8213,1,0,rag_inline_function_label,2197,1,2198,9175,1,0,baseline_compatible_grouped_no_label,2239,4,2243,8974,256138,256138,4710,116,2,21,0.9674717783927917,0.9661089777946472,0.0013628005981445312,0.9559719023250398,0.9674717783927917,0.9621028900146484,0.0056043267250061035,0.005486607551574707,10,10,1,vulnerable_changed,1,no,21,0,10,3,7,1,0,8,4,4,0.5,1,1.0
idx:197305,197305,pjproject,11559e49e65bdf00922ad5ae28913ec6a198d508,1,CWE-200,CVE-2022-24786,36256848360171648205913357387602986017,rtcp_fb.c,4,839,196,29,0,0,6,5,0,2,25,0,0,7,3,0,0,1,1,,,,,1175,1,1,,,,,2829,1,1,,,,,1834,1,1,,,,,2170,1,1,,,,,6556,1,1,,1145,2,1147,4494,1,1,rag_inline_function_label,1359,2,1361,5224,1,1,baseline_compatible_grouped_no_label,1364,4,1368,4661,197305,197305,839,29,2,24,0.9479594230651855,0.9479261636734009,3.325939178466797e-05,0.9408574427167574,0.943016529083252,0.9458881616592407,0.0,-0.0014358162879943848,9,10,5,vulnerable_context,,unknown,0,0,9,2,8,5,0,8,8,0,1.0,0,0.0
idx:256441,256441,pjproject,11559e49e65bdf00922ad5ae28913ec6a198d508,0,CWE-200,CVE-2022-24786,124069603564950829711267554809235900949,rtcp_fb.c,16,1449,312,48,0,0,9,6,0,5,27,0,0,11,12,0,0,1,0,,,,,1785,1,0,,,,,3439,1,0,,,,,2444,1,0,,,,,2780,0,1,,,,,10129,0,1,,1298,2,1300,4963,1,0,rag_inline_function_label,1522,1,1523,5758,1,0,baseline_compatible_grouped_no_label,1660,4,1664,5682,256441,256441,1449,48,2,22,0.9622535705566406,0.9612806439399719,0.0009729266166687012,0.9538417106324976,0.9622535705566406,0.9612804651260376,0.0011413097381591797,0.0010572075843811035,10,10,2,vulnerable_changed,1,no,0,0,10,5,5,2,0,8,6,2,0.75,1,0.8112781244591328
idx:197318,197318,tensorflow,cff267650c6a1b266e4b4500f69fbc49cdd773c5,1,CWE-703,CVE-2022-29194,169160525191336828594160871802042029438,session_ops.cc,2,418,81,9,0,0,7,7,0,0,6,0,0,0,3,0,2,0,0,,,,,754,0,0,,,,,2408,0,0,,,,,1413,0,0,,,,,1749,1,1,,,,,12131,0,0,,917,1,918,4243,0,0,rag_inline_function_label,1100,2,1102,4950,1,1,baseline_compatible_grouped_no_label,1174,5,1179,4765,197318,197318,418,9,2,23,0.9566102027893066,0.9552695155143738,0.0013406872749328613,0.9398470106332198,0.9566102027893066,0.9552695155143738,0.0013406872749328613,-0.006261110305786133,10,10,3,vulnerable_changed,1,yes,23,0,10,3,7,3,0,8,2,6,0.25,1,0.8112781244591328
idx:256587,256587,tensorflow,cff267650c6a1b266e4b4500f69fbc49cdd773c5,0,CWE-703,CVE-2022-29194,206711037393129995970821103192159531680,session_ops.cc,2,552,109,11,0,0,11,10,0,0,6,0,0,0,3,0,2,0,1,,,,,888,1,0,,,,,2542,0,1,,,,,1547,0,1,,,,,1883,0,1,,,,,6869,0,1,,960,1,961,4430,0,1,rag_inline_function_label,1140,1,1141,5149,0,1,baseline_compatible_grouped_no_label,1220,4,1224,5099,256587,256587,552,11,2,22,0.9777206778526306,0.9777206778526306,0.0,0.9581327898935839,0.9777206778526306,0.9777206778526306,0.0,-0.0036315321922302246,10,10,2,safe_background,0,yes,22,0,10,1,9,2,0,8,1,7,0.125,1,0.5435644431995964
idx:197326,197326,tensorflow,f09caa532b6e1ac8d2aa61b7832c78c5b79300c6,1,CWE-703,CVE-2021-41201,245883315476396879421677768643467596549,einsum_op_impl.h,4,2300,440,56,0,0,22,10,6,5,30,0,0,2,1,0,0,1,1,,,,,2636,0,0,,,,,4290,1,1,,,,,3295,1,1,,,,,3631,0,0,,,,,62982,0,0,,1336,1,1337,5942,0,0,rag_inline_function_label,1640,2,1642,6977,0,0,baseline_compatible_grouped_no_label,1697,1,1698,6506,197326,197326,2300,56,2,23,0.9412029981613159,0.9376322031021118,0.0035707950592041016,0.9155870261399642,0.9376322031021118,0.9373937249183655,0.0002384781837463379,0.00022652745246887207,10,10,3,vulnerable_context,,unknown,19,0,10,2,8,3,0,8,3,5,0.375,1,0.954434002924965
idx:256947,256947,tensorflow,f09caa532b6e1ac8d2aa61b7832c78c5b79300c6,0,CWE-703,CVE-2021-41201,228212953693539342712398927899777742190,einsum_op_impl.h,2,2375,454,58,0,0,23,10,6,5,32,0,0,2,1,0,0,1,0,,,,,2711,1,0,,,,,4365,1,0,,,,,3370,1,0,,,,,3706,0,1,,,,,63057,0,1,,1357,2,1359,6017,0,1,rag_inline_function_label,1661,2,1663,7052,0,1,baseline_compatible_grouped_no_label,1718,1,1719,6581,256947,256947,2375,58,2,23,0.9412029981613159,0.9376322031021118,0.0035707950592041016,0.9155870261399642,0.9376322031021118,0.9373937249183655,0.0002384781837463379,0.00022652745246887207,10,10,3,vulnerable_context,,unknown,19,0,10,2,8,3,0,8,4,4,0.5,1,1.0
idx:197359,197359,tensorflow,68867bf01239d9e1048f98cbad185bf4761bedd3,1,CWE-703,CVE-2021-41225,251567762309539032923316029186493191559,auto_parallel.cc,1,4992,956,125,0,0,80,26,11,8,35,0,0,7,5,0,0,1,1,,,,,5328,1,1,,,,,6982,1,1,,,,,5987,1,1,,,,,6323,0,0,,,,,27401,1,1,,2070,1,2071,9125,1,1,rag_inline_function_label,2103,2,2105,9333,1,1,baseline_compatible_grouped_no_label,2204,1,2205,9032,197359,197359,4992,125,2,22,0.9268859028816223,0.9264053106307983,0.0004805922508239746,0.9123806953430176,0.9268859028816223,0.9144192934036255,0.012466609477996826,0.009755045175552368,10,10,2,vulnerable_changed,1,yes,7,0,10,2,8,2,0,8,7,1,0.875,1,0.5435644431995964
idx:257461,257461,tensorflow,68867bf01239d9e1048f98cbad185bf4761bedd3,0,CWE-703,CVE-2021-41225,239400794091887748487635505232463109682,auto_parallel.cc,1,5002,958,125,0,0,80,26,11,8,35,0,0,7,6,0,1,1,0,,,,,5338,1,0,,,,,6992,1,0,,,,,5997,1,0,,,,,6333,0,1,,,,,27411,1,0,,2072,1,2073,9135,0,1,rag_inline_function_label,2105,2,2107,9343,0,1,baseline_compatible_grouped_no_label,2206,1,2207,9042,257461,257461,5002,125,2,22,0.9268859028816223,0.9264053106307983,0.0004805922508239746,0.9123806953430176,0.9268859028816223,0.9144192934036255,0.012466609477996826,0.009755045175552368,10,10,2,vulnerable_changed,1,no,7,0,10,2,8,2,0,8,5,3,0.625,1,0.954434002924965
idx:197395,197395,tensorflow,4071d8e2f6c45c1955a811fee757ca2adbe462c1,1,CWE-369,CVE-2021-29556,320359893140451578623172737965362672352,reverse_op.cc,2,1647,300,45,1,2,31,14,1,4,9,0,0,0,2,0,1,0,0,,,,,1983,0,0,,,,,3637,0,0,,,,,2642,0,0,,,,,2978,0,0,,,,,5868,0,0,,1136,2,1138,5229,0,0,rag_inline_function_label,1362,2,1364,6105,0,0,baseline_compatible_grouped_no_label,1407,4,1411,5798,197395,197395,1647,45,2,21,0.9532254934310913,0.9489656090736389,0.004259884357452393,0.9413708675475347,0.9489656090736389,0.9532254934310913,-0.002551853656768799,-0.0034058690071105957,10,10,1,fixed_changed,0,no,21,0,10,4,6,1,0,8,0,8,0.0,0,0.0
idx:258082,258082,tensorflow,4071d8e2f6c45c1955a811fee757ca2adbe462c1,0,CWE-369,CVE-2021-29556,46291446365050561465946697163690877873,reverse_op.cc,4,1900,358,51,1,2,35,14,1,5,9,0,0,0,3,0,1,0,1,,,,,2236,0,1,,,,,3890,0,1,,,,,2895,0,1,,,,,3231,0,1,,,,,6121,0,1,,1200,1,1201,5482,0,1,rag_inline_function_label,1393,1,1394,6296,0,1,baseline_compatible_grouped_no_label,1434,10,1444,5897,258082,258082,1900,51,2,23,0.9671487808227539,0.9668269157409668,0.0003218650817871094,0.9518700086552164,0.9664373993873596,0.9671487808227539,0.0014459490776062012,0.00036728382110595703,10,10,3,fixed_changed,0,yes,23,0,10,6,4,3,0,8,0,8,0.0,0,0.0
idx:197466,197466,tensorflow,9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,1,CWE-476,CVE-2021-37639,252467620619020665053463064048093339685,save_restore_tensor.cc,1,3703,624,90,1,2,48,32,0,7,28,1,0,3,4,2,2,1,1,,,,,4039,1,1,,,,,5693,1,1,,,,,4698,1,1,,,,,5034,0,0,,,,,7361,0,0,,1564,1,1565,7403,0,0,rag_inline_function_label,1725,2,1727,8064,1,1,baseline_compatible_grouped_no_label,1731,2,1733,7582,197466,197466,3703,90,2,21,0.9445383548736572,0.9372256994247437,0.007312655448913574,0.9256876309712728,0.9445383548736572,0.9372256994247437,0.007312655448913574,0.004594564437866211,7,10,4,vulnerable_changed,1,yes,11,0,7,4,6,4,0,8,5,3,0.625,1,0.954434002924965
idx:259081,259081,tensorflow,9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,0,CWE-476,CVE-2021-37639,180098336466556354723257120420152514513,save_restore_tensor.cc,6,3979,669,97,1,2,51,32,0,7,28,1,0,5,4,2,2,1,0,,,,,4315,1,0,,,,,5969,1,0,,,,,4974,1,0,,,,,5310,0,1,,,,,7637,0,1,,1625,2,1627,7634,1,0,rag_inline_function_label,1791,2,1793,8363,1,0,baseline_compatible_grouped_no_label,1880,1,1881,8325,259081,259081,3979,97,2,22,0.9425183534622192,0.9391315579414368,0.0033867955207824707,0.9258865768259222,0.9425183534622192,0.9391315579414368,0.0033867955207824707,0.0030994415283203125,9,10,3,vulnerable_changed,1,no,22,0,9,4,6,3,0,8,6,2,0.75,1,0.8112781244591328
idx:197499,197499,gpac,dc7de8d3d604426c7a6e628d90cb9fb88e7b4c2c,1,CWE-416,CVE-2022-2453,181633592491715085539951152559525218380,field_decode.c,33,3101,708,96,0,0,22,16,4,33,50,2,0,2,16,3,3,1,1,,,,,3437,1,1,,,,,5091,1,1,,,,,4096,1,1,,,,,4432,1,1,,,,,19379,1,1,,1713,2,1715,6399,1,1,rag_inline_function_label,1958,2,1960,7296,1,1,baseline_compatible_grouped_no_label,2162,5,2167,7236,197499,197499,3101,96,2,22,0.9534635543823242,0.9534635543823242,0.0,0.946969370950352,0.9523588418960571,0.9534635543823242,-0.0011047124862670898,-0.0029215216636657715,8,10,4,safe_background,0,no,17,0,8,0,10,4,0,8,8,0,1.0,0,0.0
idx:259515,259515,gpac,dc7de8d3d604426c7a6e628d90cb9fb88e7b4c2c,0,CWE-416,CVE-2022-2453,87913328330334973477048870942232615519,field_decode.c,36,3091,718,103,0,0,22,16,4,32,50,2,0,2,17,3,3,1,0,,,,,3427,1,0,,,,,5081,1,0,,,,,4086,1,0,,,,,4422,1,0,,,,,19369,1,0,,1823,1,1824,6751,1,0,rag_inline_function_label,1963,1,1964,7286,1,0,baseline_compatible_grouped_no_label,1885,1,1886,6341,259515,259515,3091,103,2,20,0.9534635543823242,0.9534635543823242,0.0,0.9383340179920197,0.9523588418960571,0.9534635543823242,0.003953397274017334,0.001424342393875122,7,10,3,safe_background,0,yes,8,0,7,2,8,3,0,8,8,0,1.0,0,0.0
idx:197511,197511,libjpeg,187035b9726710b4fe11d565c7808975c930895d,1,CWE-787,CVE-2022-31796,63468052144489012470048601021040613418,hierarchicalbitmaprequester.cpp,14,1103,220,35,0,2,13,10,1,5,23,2,0,4,4,0,2,1,1,,,,,1439,1,1,,,,,3093,1,1,,,,,2098,1,1,,,,,2434,1,1,,,,,12796,1,1,,1071,2,1073,4623,0,0,rag_inline_function_label,1155,1,1156,4984,1,1,baseline_compatible_grouped_no_label,1679,4,1683,5972,197511,197511,1103,35,2,21,0.9453796148300171,0.9408069849014282,0.004572629928588867,0.91309825863157,0.9453796148300171,0.9408069849014282,0.004572629928588867,0.004023849964141846,10,10,1,vulnerable_changed,1,yes,0,0,10,2,8,1,0,8,7,1,0.875,1,0.5435644431995964
