author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_policy_skip_reason,repair_override,repair_applied_pred,repair_applied_correct
1,1,1,1,4,9164,CWE-787,4,202256,0,235,1,1,1,1,0,0,1,1,qtbase,0.002602994441986084,0.9106588959693909,1,1916,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,26,3371,CWE-787,2,202276,0,136,3,1,1,1,1,1,1,1,vim,0.004245758056640625,0.9302260875701904,1,851,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,No equivalent bounds or index guards exist in the target function for the historical repair pattern.,"The historical repair adds bounds and index guards for radare2 binary parsing which are entirely absent and irrelevant to the vim block_insert string manipulation function, and the primary repair signal is bounds/shape checking.",verifier_not_no,0,1,1
1,1,1,1,0,1179,CWE-122,3,202304,0,50,0,0,1,1,1,1,1,1,vim,-0.0011833906173706055,0.9455037713050842,1,310,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function `find_match_text` does not contain the `gchar_cursor() != NUL` guard or the `PBYTE` operation; it operates on regex matching with `PTR2CHAR` and `rex.line`.,"The historical repair guards a PBYTE operation in a block replacement function, while the target is a completely different regex text-matching function with no PBYTE calls or the specific NUL guard present.",verifier_not_no,0,1,1
1,1,1,1,5,978,CWE-119,17,202392,0,38,0,6,1,1,1,1,1,1,php-src,0.001265406608581543,0.9422320127487183,1,239,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,2044,CWE-125,4,202659,0,77,0,0,1,1,1,1,1,1,net,0.003736734390258789,0.9482629299163818,1,505,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The historical repair is a bounds/shape check on packet length (p_pkt->len < AVRC_AVC_HDR_SIZE) before parsing data in an Android Bluetooth module, which is entirely absent and irrelevant to the Linux kernel ip6gre_err function.","The historical repair is primarily a bounds/shape check on a different variable in a different project, and the target function lacks any equivalent guard for its own risky offset-based data accesses.",verifier_not_no,0,1,1
1,1,1,1,1,1213,CWE-369,12,202677,0,49,1,0,1,1,1,1,1,1,qemu,0.030558288097381592,0.993962824344635,1,285,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,522,CWE-787,2,202688,0,19,0,0,1,1,1,1,1,1,ghostpdl,0.005755364894866943,0.9549639225006104,1,150,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,No bounds or shape guard exists before the array access `p = &lprn->ImageBuf[(y0 + y) * bpl + bx * lprn->nBw]` and `p[x]`.,"The historical evidence is primarily bounds/shape checks, and the target function lacks any equivalent guard protecting its buffer access, so the YES should not be rejected.",verifier_not_no,0,1,1
0,0,1,1,0,576,CWE-476,9,202708,0,26,0,4,0,0,1,1,0,0,vim,0.0062670111656188965,0.933066725730896,1,139,0,0,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,1222,CWE-704,4,202719,0,44,0,1,1,1,1,1,1,1,linux,0.0015761852264404297,0.953208863735199,1,254,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,39,13504,CWE-772,32,202748,0,416,0,7,1,1,1,1,1,1,ImageMagick,0.0,1.000000238418579,1,2673,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,349,CWE-119,1,202783,0,18,0,0,1,1,1,1,1,1,php-src,0.0016959309577941895,0.9376844763755798,1,109,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function Balloc uses `k` to index freelist and compute size `1 << k` without bounds checking on `k`, which is unrelated to the historical curr_queues > max_queues guard.","The historical repair adds a bounds guard (curr_queues > max_queues) protecting an array access in qemu, which is semantically and structurally absent from the target php-src Balloc function that lacks any equivalent bounds check on its index `k`.",verifier_not_no,0,1,1
1,1,1,1,14,1080,CWE-787,5,202822,0,46,1,0,1,1,1,1,1,1,ghostpdl,-0.0005570650100708008,0.9447214007377625,1,305,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function contains a size check `if (size > r_size(op1))` but lacks the pointer arithmetic overflow guards and goto-out failure handling present in the historical patch.,"The historical repair adds pointer arithmetic bounds checks to prevent buffer overflows in DNS name decompression, which is semantically and syntactically unrelated to the target's string search logic; additionally, the historical repair is primarily a bounds/shape check, which falls outside this verifier's scope for non-bounds guards.",verifier_not_no,0,1,1
1,1,1,1,5,1898,CWE-787,11,202888,0,86,0,1,1,1,1,1,1,1,linux,0.002096235752105713,0.9545847177505493,1,463,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function esp_output_head contains no vhost networking variables, no nheads batching logic, and no VHOST_RX_BATCH guard.","The historical repair is a bounds/batching guard for vhost_rx that is entirely absent and irrelevant to the target function esp_output_head, which operates on a completely different subsystem (IPsec ESP).",verifier_not_no,0,1,1
1,1,1,1,5,1844,CWE-787,9,202889,0,85,0,0,1,1,1,1,1,1,linux,0.005177021026611328,0.9562326669692993,1,448,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,Target function esp6_output_head contains no UDP GRO length validation guards; it operates on ESP/IPsec output framing.,"The historical repair adds a bounds/shape guard for UDP GRO packet length validation, which is entirely absent and irrelevant to the target function's ESP output logic.",verifier_not_no,0,1,1
1,1,1,1,5,7610,CWE-434,54,202892,8,260,2,14,0,0,1,1,1,1,pure-ftpd,0.005372941493988037,0.9469370245933533,1,1476,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,434,CWE-787,1,202943,0,12,0,0,0,0,0,0,0,0,lua,0.0004957914352416992,0.9484584331512451,1,122,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,3,1582,CWE-703,8,203614,8,73,8,2,1,1,1,1,1,1,linux,0.0030707120895385742,0.9502585530281067,1,383,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,20,2749,CWE-703,11,203902,0,116,0,2,1,1,1,1,0,0,vim,0.0013816356658935547,0.9414913058280945,1,761,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,33,3355,CWE-200,31,204016,0,132,2,8,1,1,1,1,1,1,squashfs-tools,0.006322681903839111,0.9390935897827148,1,822,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,33,3363,CWE-200,31,204017,0,132,2,8,0,0,1,1,1,1,squashfs-tools,0.006322681903839111,0.9379671812057495,1,824,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,29,3071,CWE-200,31,204019,0,118,2,8,0,0,1,1,1,1,squashfs-tools,0.007493793964385986,0.9310237765312195,1,755,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,348,CWE-772,0,204032,0,17,0,0,1,1,1,1,1,1,linux,0.006537139415740967,0.9494297504425049,1,75,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,8,1016,CWE-787,15,204036,0,50,0,0,1,1,1,1,1,1,net,0.0004227757453918457,0.908596932888031,1,234,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,737,CWE-415,13,204073,7,37,9,5,1,1,1,1,0,0,shapelib,0.004907548427581787,0.9399808645248413,1,227,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,3567,CWE-617,13,204115,0,161,0,0,1,1,1,1,1,1,openldap,0.03535944223403931,0.9999999403953552,1,996,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,No equivalent vct_iscrlf or CRLF parsing guard exists in the target function.,"The historical repair is a CRLF parsing bounds/shape check in varnish-cache HTTP header parsing, which is entirely unrelated to the target's GSER string parsing in openldap; the specific guard and operations do not map to the target.",verifier_not_no,0,1,1
1,1,1,1,2,6800,CWE-369,11,204137,4,201,7,5,1,1,1,1,1,1,poppler,0.001421213150024414,0.9385243654251099,1,2168,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,558,CWE-125,0,204195,1,19,0,0,1,1,1,1,1,1,pjproject,-0.0014352798461914062,0.953692615032196,1,143,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target has size > 8 check, but lacks bounds validation on the read length derived from the packet byte, allowing out-of-bounds read via pj_memcpy.","The historical repair is a bounds/shape check on buffer pointer arithmetic, which the verifier must reject as a NO reason; the target lacks equivalent bounds validation on its memcpy length derivation, so the YES stands.",verifier_not_no,0,1,1
0,0,0,0,10,6093,CWE-787,31,204243,3,271,1,8,0,0,0,0,0,0,vim,0.013030469417572021,0.958290696144104,1,1470,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,876,CWE-94,6,204278,0,32,1,3,1,1,1,1,1,1,firejail,0.0046634674072265625,0.954625129699707,1,255,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,1824,CWE-125,4,204351,1,47,0,0,1,1,1,1,0,0,squirrel,0.0013510584831237793,0.9342229962348938,1,353,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,8,1123,CWE-787,10,204412,0,42,0,3,0,0,1,1,1,1,bpf,0.0005410909652709961,0.9561519622802734,1,249,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,11,2808,CWE-125,7,204425,0,107,1,0,1,1,1,1,1,1,frr,0.0017221570014953613,0.9302739500999451,1,612,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target guard checks `pnt + 3 > end` but the sink `memcpy(&cap, pnt + 1, sizeof(struct capability))` reads `sizeof(struct capability)` bytes, which is likely larger than 3, leaving the memcpy unguarded against an out-of-bounds read.","The existing bounds check `pnt + 3 > end` is weaker than the required obligation to protect the memcpy sink, as it only validates 3 bytes of remaining space while the sink reads `sizeof(struct capability)` bytes, leaving an unguarded alternate path for an out-of-bounds read.",verifier_not_no,0,1,1
1,1,1,1,10,16612,CWE-617,90,204438,2,475,2,44,1,1,1,1,1,1,ImageMagick,0.0018204450607299805,0.9537286162376404,1,3160,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,636,CWE-193,3,204495,0,21,0,0,1,1,1,1,1,1,linux,-0.004546821117401123,0.9548196792602539,1,144,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,2388,CWE-125,4,204534,0,76,5,0,1,1,1,1,1,1,admesh,-0.0008477568626403809,0.9157049059867859,1,607,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function uses memcmp to compare vertices but does not contain a length-equality guard (nlen == tp->bs_nbytes) before the comparison, nor does it operate on the same data structures (bsnamemem/bytestringtable).","The historical repair adds a length-matching guard for a bytestring lookup in tcpdump, which is completely absent and irrelevant to the admesh target function that compares static STL vertices; additionally, the historical evidence is primarily a bounds/shape check.",verifier_not_no,0,1,1
0,0,1,1,0,620,CWE-125,2,204535,0,16,0,0,0,0,1,1,1,1,admesh,-0.009372830390930176,0.9336001873016357,1,163,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,8029,CWE-416,21,204544,3,297,7,3,1,1,1,1,1,1,linux,0.0054489970207214355,0.9405232667922974,1,1899,1,1,1,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (!dev->alt_max_pkt_size_isoc) { kfree(dev); retval = -ENOMEM; goto err; },The target function already contains the exact semantic repair obligation (checking the secondary allocation and freeing the primary object on failure) that was missing in the historical vulnerable code.,,1,0,0
1,1,1,1,0,827,CWE-703,3,204814,2,35,3,1,1,1,1,1,0,0,linux,0.005205512046813965,0.9575507640838623,1,199,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,422,CWE-200,3,204830,0,17,0,0,1,1,0,0,0,0,linux,-0.0009312033653259277,0.9559057950973511,1,96,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,1193,CWE-94,5,205630,0,42,0,0,0,0,0,0,0,0,linux,0.0026851892471313477,0.9554912447929382,1,282,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,5,1196,CWE-787,34,205734,1,65,3,9,1,1,1,1,1,1,rizin,-0.002020120620727539,0.9506011009216309,1,355,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function uses `size != n1` and `size != n2` checks after `rz_buf_read`, which are different bounds/shape checks, not the buffer-size vs output-size guard from the historical patch.","The historical repair adds a size-vs-output-buffer guard for a serialization write operation, while the target function involves completely different variables, APIs, and a read operation with its own distinct bounds checks, making the historical evidence irrelevant to this target.",verifier_not_no,0,1,1
0,0,0,0,0,110,CWE-834,0,205736,0,4,0,0,0,0,0,0,0,0,linux,-0.002780616283416748,0.933734118938446,1,25,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,4,1794,CWE-269,20,205806,1,88,0,9,1,1,1,1,1,1,Singular,0.006890654563903809,0.9384090900421143,1,504,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,1,991,CWE-401,0,205823,0,25,0,0,0,0,1,1,0,0,ovs,-0.0015590786933898926,0.9436839818954468,1,165,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,295,CWE-200,1,206025,0,11,0,0,0,0,0,0,0,0,evolution-data-server,-0.00047409534454345703,0.9389800429344177,1,58,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,14,7841,CWE-125,21,206043,7,274,1,1,1,1,1,1,1,1,gimp,0.005370199680328369,0.9845808148384094,1,1543,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,16,2972,CWE-672,4,206044,0,130,0,0,1,1,1,1,1,1,tigervnc,0.00208204984664917,0.9426440596580505,1,764,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,9072,CWE-787,33,206262,3,362,0,11,1,1,0,0,1,1,vim,0.0052356719970703125,0.9511356353759766,1,2095,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,5477,CWE-416,28,206273,8,177,8,8,1,1,0,0,0,0,radare2,0.0028003454208374023,0.9434003829956055,1,1473,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,5,10082,CWE-787,22,206417,16,400,5,7,1,1,0,0,0,0,vim,0.006507396697998047,0.9634653329849243,1,2212,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,3,400,CWE-119,2,206555,0,24,1,0,1,1,1,1,0,0,php-src,-0.009549558162689209,0.9633285403251648,1,116,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function calculates rlen from remain and len, but lacks a bounds/overflow guard before calling memcpy(buf, (void *) ((char *) dp->data + dp->pos), rlen);","The historical repair adds a bounds check (rlen > MAX_XFER_SIZE) before a risky copy operation, which is absent in the target function, and since the evidence is primarily a bounds/shape check, the YES verdict stands.",verifier_not_no,0,1,1
1,1,1,1,0,1594,CWE-119,2,206588,0,84,0,0,1,1,1,1,1,1,php-src,0.03166073560714722,0.9971367120742798,1,446,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,Target function gdImageFillToBorder contains no overflow2 checks or any equivalent bounds/shape guards on sx/sy before pixel access.,"The historical repair adds overflow2 bounds/shape guards in gdImageCreate, which are entirely absent in the target gdImageFillToBorder function, and the evidence is primarily bounds/shape.",verifier_not_no,0,1,1
1,1,1,1,10,8295,CWE-787,25,206625,0,220,1,5,1,1,1,1,1,1,raptor,0.0026696324348449707,0.9191532731056213,1,1343,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function lacks bounds checks on nspace_declarations_count before indexing nspace_declarations[], and the historical repair guards are for entirely different variables and operations (result_size/len in php-src interbase).","The historical repair adds bounds/shape guards for a different project and different variables (result_size, len) which are absent in the target, and the target itself lacks equivalent bounds guards for its array indexing, so the YES should not be rejected.",verifier_not_no,0,1,1
1,1,1,1,2,1465,CWE-703,15,206639,0,64,0,1,1,1,1,1,0,0,linux,0.003998160362243652,0.9469802379608154,1,319,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,12,18843,CWE-924,75,206670,3,536,11,6,0,0,1,1,1,1,nbdkit,0.004711747169494629,0.9478967189788818,1,3183,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,2,6235,CWE-122,11,206676,4,242,0,4,0,0,0,0,0,0,vim,0.0018655657768249512,0.9562565088272095,1,1325,1,1,0,0,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function `update_topline` contains no `PBYTE` calls, no `gchar_cursor()` checks, and no `done` variable tracking; it is a completely different function dealing with window scrolling and topline validation.","The historical repair guards a PBYTE operation with a gchar_cursor() != NUL check in a block operation function, which is entirely absent from the target scrolling function, so the specific repair obligation is not present.",verifier_not_no,0,1,1
1,1,1,1,13,5339,CWE-703,25,206677,0,211,0,10,0,0,0,0,1,1,vim,0.00909888744354248,0.9459242224693298,1,1334,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1260,CWE-191,5,206771,1,39,2,1,1,1,1,1,1,1,qcad,0.007275938987731934,0.9075237512588501,1,283,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,2044,CWE-476,7,206781,1,70,4,0,1,1,1,1,1,1,linux,0.002236664295196533,0.9475857615470886,1,448,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical repair resets a specific state field (rm->atomic.op_active) in an error path, while the target function is a completely different filesystem operation with no analogous bounds/shape check or state reset guard.","The historical repair evidence involves resetting a specific state variable (rm->atomic.op_active) in an RDMA error path, which cannot be mapped to any bounds/shape check or analogous state cleanup in the target UDF filesystem function.",verifier_not_no,0,1,1
1,1,1,1,13,5146,CWE-125,21,206815,0,161,1,5,1,1,1,1,1,1,ImageMagick,0.01662522554397583,1.000000238418579,1,1004,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,1,352,CWE-125,1,206845,0,14,0,0,0,0,0,0,0,0,linux,-0.0020926594734191895,0.9450438022613525,1,99,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,4,3520,CWE-125,14,206942,0,158,0,2,1,1,1,1,1,1,vim,0.01133495569229126,0.959471583366394,1,1009,1,1,1,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (*p == '\' && p[1] != NUL),"The target function already contains the exact semantic guard (checking that the character following a backslash is not NUL before advancing and dereferencing the pointer) in both its scanning and copying loops, fulfilling the historical repair obligation.",,1,0,0
1,1,1,1,2,4177,CWE-703,4,206946,0,168,1,0,1,1,0,0,0,0,jasper,0.005607903003692627,0.9437704682350159,1,861,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function uses a different option parsing mechanism (jas_getopt) and handles the --quiet flag via a switch case (CMDOPT_QUIET), which is unrelated to the historical repair's manual argv iteration and strcmp guard.","The historical repair adds a specific guard for --quiet via manual argv iteration, which is completely absent in the target function that uses a different option parsing API (jas_getopt).",verifier_not_no,0,1,1
1,1,1,1,5,422,CWE-120,3,207068,0,24,1,0,1,1,1,1,1,1,linux,0.0007942914962768555,0.9575738906860352,1,99,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,415,CWE-120,3,207069,0,23,1,0,1,1,1,1,1,1,linux,0.000694572925567627,0.952534556388855,1,99,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,600,CWE-703,3,207150,0,18,0,0,0,0,0,0,0,0,squirrel,-0.00350266695022583,0.9324642419815063,1,157,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,10784,CWE-787,71,207461,24,354,2,0,1,1,1,1,1,1,autotrace,0.0018341541290283203,0.9498216509819031,1,2831,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,1456,CWE-787,3,207520,2,39,2,1,1,1,1,1,0,0,rizin,0.004257678985595703,0.9442353844642639,1,324,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,225,CWE-362,1,207700,0,7,0,0,1,1,1,1,1,1,EternalTerminal,-0.002542257308959961,0.9274104237556458,1,54,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,823,CWE-362,1,207703,0,26,0,0,1,1,1,1,1,1,EternalTerminal,0.003842949867248535,0.9585580825805664,1,204,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,569,CWE-787,1,207719,0,26,0,0,1,1,0,0,1,1,vim,-0.0014399886131286621,0.9650080800056458,1,135,0,0,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,10,988,CWE-284,5,207753,0,47,0,0,1,1,1,1,1,1,linux,0.015137910842895508,0.954790472984314,1,265,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,16,1062,CWE-284,4,207754,0,47,0,0,1,1,1,1,1,1,linux,0.014208376407623291,0.9764875173568726,1,278,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,2116,CWE-200,13,207755,0,70,2,6,1,1,1,1,1,1,php-src,0.09088438749313354,1.0,1,475,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function openssl_encrypt checks `if (!cipher_type)` but does not contain the `if (cert == NULL)` null check from the historical openssl_x509_parse repair, as it operates on entirely different variables and APIs.","The historical repair adds a null check for a certificate object in openssl_x509_parse, which is semantically and structurally absent from the target openssl_encrypt function that deals with cipher algorithms instead.",verifier_not_no,0,1,1
1,1,1,1,2,4121,CWE-703,33,207780,1,167,1,12,1,1,1,1,1,1,radare2,0.007974445819854736,0.9657679796218872,1,1022,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical repair is a lifetime/state fix (freeing a leaked struct member) in libvncserver, which does not map to any bounds/shape check or equivalent lifetime repair in the radare2 target function.",The historical repair adds a free() call for a leaked struct member in a different project and does not correspond to a bounds/shape check or the same semantic variable/sink in the target function.,verifier_not_no,0,1,1
0,0,0,0,10,1703,CWE-200,3,207803,0,64,0,0,0,0,0,0,0,0,linux,0.0007123947143554688,0.9385461807250977,1,434,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,0,384,CWE-200,0,207804,0,16,0,0,0,0,0,0,0,0,linux,-0.0010606050491333008,0.9330142140388489,1,76,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,27,4749,CWE-703,3,207990,2,217,0,1,1,1,0,0,0,0,pcre2,0.006703197956085205,0.943650484085083,1,989,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,913,CWE-703,4,208107,0,44,0,0,0,0,0,0,0,0,linux,0.0027914047241210938,0.9406047463417053,1,246,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,2285,CWE-703,14,208115,1,89,0,2,0,0,0,0,0,0,linux,0.0033530592918395996,0.9390450716018677,1,561,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,1,7619,CWE-200,29,208140,2,310,2,8,0,0,0,0,0,0,util-linux,0.0038117170333862305,0.9381383657455444,1,1797,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,15,2208,CWE-787,15,208370,1,96,0,7,1,1,1,1,1,1,vim,0.0048635005950927734,0.9475947618484497,1,549,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function lacks any length > 0 or buffer-not-empty guard before its buffer operations (e.g., buf[idx++] = c, STRNCMP(buf, end, idx)).","The historical repairs add empty-buffer guards before decrement/access operations, but the target function has different buffer operations without such guards, and the historical evidence is primarily bounds/shape-related.",verifier_not_no,0,1,1
1,1,1,1,76,16023,CWE-787,32,208411,9,604,2,4,1,1,1,1,0,0,vim,0.004965364933013916,0.9509167671203613,1,3997,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function (vim check_termcode) does not contain any string buffer newline-stripping logic or a `len > 0` guard protecting `buf[len-1]` access; it operates on terminal code matching rather than file line parsing.,"The historical repair adds a `len > 0` bounds guard for newline stripping on a string buffer, which is a bounds/shape check absent in the completely different vim terminal parsing target function.",verifier_not_no,0,1,1
1,1,1,1,10,17737,CWE-399,149,208505,0,536,3,21,1,1,0,0,1,1,tor,0.012594461441040039,0.9442147612571716,1,3819,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,15,31845,CWE-476,225,208506,15,1038,16,60,0,0,1,1,1,1,heimdal,0.00517582893371582,0.9382337331771851,1,6385,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,2520,CWE-190,3,208522,1,70,3,0,1,1,1,1,1,1,unbound,0.005280971527099609,0.9452822208404541,1,529,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,1598,CWE-787,3,208525,1,70,2,0,0,0,0,0,0,0,vim,-0.001190483570098877,0.9264791011810303,1,368,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,148,CWE-415,3,208535,0,5,0,1,0,0,0,0,0,0,rizin,-0.006289303302764893,0.9389716386795044,1,41,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,1,4635,CWE-416,15,208654,0,85,1,7,0,0,0,0,0,0,php-src,0.000661015510559082,0.944227933883667,1,572,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,14,13139,CWE-416,39,208680,4,464,5,10,1,1,0,0,1,1,radare2,0.010909676551818848,0.9638922214508057,1,3167,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function (radare2) contains no iter_is_iovec guard or equivalent; it operates on entirely different data structures (RCore, RAnalEsil, RAnalOp) and logic.","The historical repair adds a specific iter_is_iovec guard for the linux kernel's iov_iter subsystem, which is entirely absent and irrelevant to the radare2 target function's ESIL analysis logic.",verifier_not_no,0,1,1
0,0,0,0,6,25369,CWE-416,92,208912,16,1011,5,12,0,0,0,0,0,0,vim,0.006352066993713379,0.9475705623626709,1,5322,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,0,240,CWE-416,0,208987,4,16,4,0,1,1,1,1,1,1,MilkyTracker,-0.001404881477355957,0.9147458076477051,1,57,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function is a C++ destructor with no bounds or shape checks, and the historical evidence is a Linux kernel use-after-free fix involving mutex synchronization and a `dev->present` flag, which are entirely absent in the target.","The historical repair evidence addresses a Linux kernel use-after-free via mutex synchronization and a presence flag, which cannot be mapped to the target's C++ destructor lacking any bounds/shape checks or analogous synchronization mechanisms.",verifier_not_no,0,1,1
