author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_policy_skip_reason,repair_override,repair_applied_pred,repair_applied_correct
1,1,1,1,7,839,CWE-200,3,197305,0,29,0,0,1,1,1,1,1,1,pjproject,0.0,0.9479594230651855,1,196,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,418,CWE-703,3,197318,0,9,0,2,0,0,0,0,0,0,tensorflow,0.0013406872749328613,0.9566102027893066,1,81,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,2,2300,CWE-703,1,197326,0,56,0,0,0,0,0,0,0,0,tensorflow,0.0002384781837463379,0.9412029981613159,1,440,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,4992,CWE-703,5,197359,0,125,0,0,1,1,0,0,1,1,tensorflow,0.012466609477996826,0.9268859028816223,1,956,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,1647,CWE-369,2,197395,0,45,0,1,0,0,1,1,0,0,tensorflow,-0.002551853656768799,0.9532254934310913,1,300,0,0,0,0,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target guard: OP_REQUIRES(context, input_dims == dims.dim_size(0), ...); Target sink: HandleReverseCase","The historical repair protects ReshapeSparseTensor by ensuring input_indices_in.dim_size(1) == input_shape_in.dim_size(0), while the target function protects HandleReverseCase by ensuring input.dims() == dims.dim_size(0); these are different variables, bounds, and sinks, so the specific repair obligation is not already present.",verifier_not_no,0,1,1
1,1,1,1,3,3703,CWE-476,4,197466,2,90,1,2,0,0,1,1,0,0,tensorflow,0.007312655448913574,0.9445383548736572,1,624,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,3101,CWE-416,16,197499,3,96,2,3,1,1,1,1,1,1,gpac,-0.0011047124862670898,0.9534635543823242,1,708,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,4,1103,CWE-787,4,197511,0,35,2,2,1,1,1,1,0,0,libjpeg,0.004572629928588867,0.9453796148300171,1,220,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,4,7137,CWE-787,43,197517,1,150,5,12,1,1,1,1,1,1,glewlwyd,0.005967676639556885,0.9434453248977661,1,1245,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,3191,CWE-703,1,197518,0,68,0,1,0,0,1,1,1,1,tensorflow,0.004748344421386719,0.9746449589729309,1,649,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function contains OP_REQUIRES checks for axis_, input.IsSameSize(gradient), and input_min/max tensor dimensions, but lacks the specific FusedBatchNorm channel element count guards (scale/offset/mean/variance NumElements == num_channels) from the historical repair.","The target function is a different operation (QuantizeAndDequantize gradient) and does not contain the specific semantic guards for FusedBatchNorm channel parameter sizes that the historical repair added, so the repair obligation is absent.",verifier_not_no,0,1,1
1,1,1,1,2,7554,CWE-787,29,197565,2,241,0,8,1,1,0,0,0,0,wolfMQTT,0.004338979721069336,0.9409051537513733,1,1105,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1335,CWE-416,3,197593,0,51,6,1,1,1,1,1,1,1,njs,0.00253903865814209,0.9128586053848267,1,288,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,12,4494,CWE-703,25,197666,0,174,0,3,0,0,1,1,0,0,njs,0.010572075843811035,0.9620441198348999,1,805,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,2111,CWE-125,2,197719,0,45,0,0,1,1,1,1,1,1,tensorflow,0.057861506938934326,0.9999998211860657,1,341,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,2247,CWE-703,9,197748,0,65,0,2,1,1,1,1,1,1,tensorflow,0.00047516822814941406,0.9510757923126221,1,572,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,1030,CWE-125,8,197760,0,24,0,0,0,0,0,0,0,0,tensorflow,0.0020112991333007812,0.9496239423751831,1,185,0,0,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function EvalGatherNd contains no NumElements check on its inputs and proceeds directly to a switch statement dispatching on params->type.,"The historical repair adds a NumElements bounds/shape check to short-circuit operations on empty inputs, which is entirely absent in the target function.",verifier_not_no,0,1,1
1,1,1,1,21,4407,CWE-703,16,197796,0,140,1,0,1,1,1,1,1,1,qemu,0.00034314393997192383,0.9464443922042847,1,859,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,4,1688,CWE-345,7,197801,1,45,0,0,0,0,0,0,0,0,tensorflow,-0.0012814998626708984,0.909969687461853,1,391,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1090,CWE-416,11,197824,0,36,0,4,1,1,1,1,1,1,gpac,0.0001412034034729004,0.9431226253509521,1,219,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function BM_ParseGlobalQuantizer contains no use_dump_mode guard, no gf_isom_box_del call, and no ptr->esd variable.","The historical repair guards gf_isom_box_del on ptr->esd with !use_dump_mode, but the target function is entirely unrelated (different decoder, different variables, different operations), so the specific repair obligation is absent.",verifier_not_no,0,1,1
0,0,0,0,1,2329,CWE-824,15,197826,0,70,0,2,0,0,0,0,0,0,tensorflow,0.008048951625823975,0.9342254996299744,1,543,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,0,568,CWE-703,1,197893,0,11,0,0,0,0,1,1,0,0,tensorflow,-0.00557941198348999,0.9411569237709045,1,96,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,3429,CWE-276,15,197973,0,93,1,5,0,0,0,0,1,1,crun,0.0033065080642700195,0.94010329246521,1,598,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,2727,CWE-703,2,197998,0,64,0,1,1,1,1,1,1,1,tensorflow,0.01371455192565918,0.9927682876586914,1,509,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,18,7850,CWE-125,27,198010,7,310,9,9,1,1,1,1,1,1,radare2,0.01122128963470459,0.9741929173469543,1,2090,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,22,11099,CWE-703,5,198013,0,231,2,3,1,1,0,0,0,0,tensorflow,0.0012999176979064941,0.95183265209198,1,1951,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function is a completely different op (LoadAndRemapMatrix) that validates row/col remapping sizes, tensor rank 2, and bounds of new_row/new_col, but contains no FusedBatchNorm parameter dimension guards.",The historical repair adds FusedBatchNorm-specific parameter dimension guards which are absent in the target function because it is a fundamentally different operation with different variables and risks.,verifier_not_no,0,1,1
1,1,1,1,13,3054,CWE-125,2,198116,0,69,0,0,1,1,1,1,1,1,tensorflow,0.005492687225341797,0.9519917964935303,1,711,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target accesses shape_vec(reduction.group_by_dims[d + 1]) in a loop to compute strides, but lacks a bounds check ensuring the dynamic index reduction.group_by_dims[d + 1] is within the valid range of shape_vec, nor does it validate that the accessed element is >= 0 as required by the historical repair.","The target function lacks the specific bounds and non-negativity check on shape_vec elements prior to their indexed access, and the generic ValidateInputs call does not provide an equivalent or stronger guard for this specific sink.",verifier_not_no,0,1,1
1,1,1,1,1,6758,CWE-476,1,198117,0,129,0,1,1,1,1,1,1,1,tensorflow,0.013936042785644531,0.976059079170227,1,1165,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,30,16319,CWE-125,88,198161,1,486,0,28,1,1,1,1,1,1,ImageMagick,1.1920928955078125e-07,1.0000001192092896,1,3365,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,237,CWE-369,2,198169,0,5,0,1,1,1,1,1,1,1,tensorflow,-0.029471516609191895,0.9524258375167847,1,40,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,The target function accesses tensor->is_variable and returns the tensor or nullptr without any bounds or shape checks matching the historical repair.,"The historical repair adds shape validation (IsMatrix, IsVector, dim_size equality) for sparse tensor inputs before a reshape operation, which is entirely unrelated to the target function's simple variable property access on a single tensor.",verifier_not_no,0,1,1
1,1,1,1,4,1384,CWE-200,14,198239,1,65,2,2,1,1,1,1,1,1,barebox,0.003004133701324463,0.9476161599159241,1,301,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,4,1647,CWE-369,0,198259,1,33,0,0,1,1,1,1,1,1,tensorflow,0.02518153190612793,0.9747096300125122,1,271,0,0,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target has ValidateIndices(indices_in, num_params) and params_dense_values_in.dims() > 0, which are different variables, bounds, and sinks compared to the historical repair checking input_indices_in.dim_size(1) == input_shape_in.dim_size(0) before ReshapeSparseTensor.","The historical repair obligation checks that input_indices_in.dim_size(1) equals input_shape_in.dim_size(0) before ReshapeSparseTensor, which does not map to the target's different variables, bounds, or sink operations (MakeSplits/WriteValues).",verifier_not_no,0,1,1
1,1,1,1,9,4587,CWE-369,3,198282,0,100,0,2,0,0,1,1,0,0,tensorflow,0.003368377685546875,0.942965030670166,1,756,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,Target has IsMatrix and IsVector checks but lacks the explicit equality check input_indices_in.dim_size(1) == input_shape_in.dim_size(0) required by the historical repair.,"The target function lacks the specific equality relation between input_indices_in.dim_size(1) and input_shape_in.dim_size(0) that the historical evidence mandates, so condition 4 (same or stronger relation) is not satisfied.",verifier_not_no,0,1,1
1,1,1,1,6,2487,CWE-416,12,198350,3,87,0,1,1,1,1,1,1,1,owntone-server,0.00089263916015625,0.9564245939254761,1,626,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,5377,CWE-703,15,198374,0,124,0,15,0,0,0,0,0,0,tensorflow,-0.0010074377059936523,0.9643769264221191,1,1045,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function is LSTMBlockCellFprop with checks for batch_size, cell_size, input_size, and w/b dimensions; historical repair is for FusedBatchNorm checking scale/offset/mean/variance NumElements against num_channels.","The target function is a completely different operation (LSTMBlockCellFprop) lacking the specific historical repair variables (scale, offset, estimated_mean, estimated_variance) and their corresponding NumElements guards, so the repair obligation is absent.",verifier_not_no,0,1,1
1,1,1,1,1,890,CWE-787,3,198399,1,29,0,0,1,1,1,1,1,1,uftpd,0.0015552043914794922,0.9484754800796509,1,278,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,40,50746,CWE-288,122,198439,0,1828,0,19,1,1,1,1,0,0,mruby,-0.004718959331512451,0.9957659244537354,1,11152,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,14,1767,CWE-787,8,198449,0,65,0,0,1,1,1,1,1,1,pjproject,0.0009025335311889648,0.9543824195861816,1,365,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,1722,CWE-703,0,198452,0,37,0,0,0,0,0,0,0,0,tensorflow,0.004415750503540039,0.9537745118141174,1,265,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,2245,CWE-416,12,198476,0,86,0,2,1,1,1,1,1,1,njs,0.0021262168884277344,0.954693078994751,1,454,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,2725,CWE-415,5,198499,1,73,0,0,1,1,1,1,1,1,micro-ecc,0.0005155801773071289,0.925962507724762,1,596,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1155,CWE-416,1,198523,3,28,1,0,1,1,1,1,1,1,tensorflow,-0.0038237571716308594,0.9547367095947266,1,212,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,13,2210,CWE-787,11,198545,0,106,1,3,0,0,1,1,1,1,u-boot,0.0013740062713623047,0.9448509216308594,1,556,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,1634,CWE-703,1,198556,0,63,0,0,1,1,1,1,1,1,mruby,0.01683562994003296,0.9783458709716797,1,396,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,2248,CWE-787,6,198566,1,59,3,0,1,1,1,1,1,1,libmobi,0.0035366415977478027,0.9595619440078735,1,472,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,1308,CWE-787,4,198662,0,53,0,1,1,1,1,1,1,1,vim,-0.00045734643936157227,0.9543809294700623,1,320,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1471,CWE-125,18,198692,1,66,1,2,1,1,1,1,1,1,ipsec,0.004206657409667969,0.9406472444534302,1,384,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,22,8477,CWE-787,23,198695,18,415,25,6,1,1,1,1,1,1,MilkyTracker,0.004247903823852539,0.9373185634613037,1,2317,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,6,1410,CWE-189,5,198703,1,50,3,0,1,1,1,1,1,1,LibRaw,0.016089558601379395,1.0000001192092896,1,532,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,638,CWE-401,6,198736,0,24,1,1,1,1,1,1,1,1,linux,2.0444393157958984e-05,0.9631800055503845,1,148,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,1384,CWE-125,11,198743,0,50,0,1,0,0,0,0,0,0,LuaJIT,0.008090615272521973,0.9278562068939209,1,334,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,1947,CWE-125,16,198927,2,76,2,5,1,1,1,1,1,1,radare2,-0.002921581268310547,0.983761191368103,1,498,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,6,1134,CWE-125,4,198983,0,36,0,0,1,1,1,1,1,1,swtpm,0.002317667007446289,0.9563277363777161,1,198,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,12,2961,CWE-362,41,199159,3,96,0,6,1,1,1,1,1,1,linux,0.0009225010871887207,0.9587963819503784,1,619,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,152,CWE-415,0,199712,0,7,1,0,0,0,0,0,0,0,linux,-0.0032840967178344727,0.9369207620620728,1,31,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,0,2721,CWE-22,10,199767,0,101,0,5,1,1,1,1,1,1,hexchat,-0.0004279017448425293,0.9405249953269958,1,672,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,34,19279,CWE-444,381,199778,0,953,0,0,1,1,0,0,1,1,puma,0.003126680850982666,0.9263651371002197,1,5982,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,11,15134,CWE-476,20,199833,4,336,5,0,1,1,1,1,1,1,chafa,0.003078758716583252,0.9407910108566284,1,2154,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,308,CWE-125,2,199836,0,16,0,0,1,1,0,0,0,0,pjproject,-0.0019130110740661621,0.9292430281639099,1,66,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,1665,CWE-476,13,199841,0,70,0,3,1,1,1,1,0,0,radare2,0.0013915300369262695,0.9468514919281006,1,358,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,11,5582,CWE-787,23,199851,0,218,1,9,0,0,1,1,0,0,vim,0.003183126449584961,0.939593493938446,1,1246,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,47,19139,CWE-787,31,199952,3,790,28,5,1,1,1,1,1,1,MilkyTracker,0.005740463733673096,0.9451104998588562,1,5957,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,13,31245,CWE-416,105,199984,16,1121,15,40,1,1,1,1,1,1,vim,0.037874579429626465,0.9961702823638916,1,6895,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,23,6670,CWE-787,39,200113,0,243,0,9,1,1,1,1,1,1,ImageMagick,-0.006206393241882324,0.986651599407196,1,1443,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,13171,CWE-264,96,200157,1,426,1,42,1,1,1,1,1,1,exim,0.005883634090423584,0.9490112662315369,1,2717,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,875,CWE-200,8,200163,0,41,2,0,1,1,1,1,1,1,linux,0.005163788795471191,0.9676381349563599,1,206,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,3449,CWE-200,19,200287,0,121,0,0,0,0,1,1,0,0,linux,0.008393645286560059,0.9612435102462769,1,829,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,1,1184,CWE-787,0,200305,0,34,0,0,1,1,1,1,1,1,ghostpdl,0.0006919503211975098,0.9367662668228149,1,229,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,17,8888,CWE-665,54,200320,0,330,2,9,0,0,1,1,0,0,samba,0.004195272922515869,0.9465479850769043,1,1946,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,16,39409,CWE-787,24,200323,9,1430,6,12,1,1,1,1,0,0,vim,0.007527172565460205,0.9999997615814209,1,9281,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,761,CWE-476,5,200379,1,25,1,1,1,1,1,1,1,1,radare2,0.0039435625076293945,0.9479385614395142,1,196,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,674,CWE-401,4,200695,1,28,1,0,1,1,1,1,1,1,linux,0.0005829930305480957,0.962834358215332,1,166,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,9,1139,CWE-787,1,200781,0,63,0,0,1,1,1,1,1,1,ncurses,0.0020498037338256836,0.9367954134941101,1,364,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1117,CWE-703,15,200895,1,43,0,6,0,0,1,1,0,0,vim,-0.0023993849754333496,0.9470387697219849,1,275,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,1308,CWE-212,18,200934,0,43,0,4,0,0,0,0,0,0,libvirt,0.0023152828216552734,0.9511979818344116,1,278,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,2,895,CWE-787,7,200976,0,39,0,1,1,1,1,1,1,1,vim,-0.0018590688705444336,0.9470468759536743,1,235,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,4,1492,CWE-787,5,201007,0,63,0,0,1,1,1,1,1,1,pjproject,0.0024527311325073242,0.9485597610473633,1,509,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,204,CWE-416,3,201343,0,6,0,1,0,0,0,0,0,0,linux,-0.009820044040679932,0.9409523606300354,1,34,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,1417,CWE-415,7,201353,0,59,4,0,0,0,0,0,0,0,wireless-drivers,0.0025211572647094727,0.9648504853248596,1,274,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,22,7874,CWE-787,20,201382,1,233,4,7,1,1,1,1,1,1,gerbv,0.003094613552093506,0.9425696134567261,1,1767,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,762,CWE-787,5,201384,0,40,0,2,0,0,0,0,0,0,vim,0.006006360054016113,0.938796877861023,1,211,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,134,15672,CWE-787,32,201451,0,418,2,9,1,1,1,1,1,1,ImageMagick6,0.0,0.9999998807907104,1,3783,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,4749,CWE-310,17,201872,0,184,5,2,1,1,1,1,1,1,gnutls,0.003313422203063965,0.9559165239334106,1,904,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,48,34450,CWE-416,76,201885,6,1486,3,32,1,1,1,1,0,0,vim,0.008198916912078857,0.9477280974388123,1,8130,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The RE_MARK case in the target calls getmark_buf() and then uses rex.input - rex.line without saving col or re-fetching rex.line via reg_getline(rex.lnum) under a REG_MULTI guard.,The target's RE_MARK handler lacks the historical fix's col-save and REG_MULTI-guarded reg_getline re-fetch that prevents use-after-free on rex.line after getmark_buf().,verifier_not_no,0,1,1
0,0,1,1,0,2210,CWE-59,17,201913,4,95,0,0,0,0,1,1,0,0,libarchive,0.003229081630706787,0.9563739895820618,1,483,0,0,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,1188,CWE-476,11,201925,1,60,3,4,0,0,0,0,0,0,linux,0.004464507102966309,0.9506479501724243,1,284,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,30,19946,CWE-787,87,202081,14,764,6,29,1,1,0,0,1,1,vim,0.005560815334320068,0.9336655139923096,1,4736,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,12,1105,CWE-125,4,202082,0,28,0,1,1,1,1,1,1,1,radare2,9.036064147949219e-05,0.9456377029418945,1,222,1,1,1,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"The target function contains `if (offset >= sz) { break; }` guarding the `buffer + offset` access, which is a stronger relation than the historical `offset - 2 > sz`.","The target function already contains a bounds check `offset >= sz` that guards the same semantic buffer access sink with a stronger or equivalent relation and blocks the path on failure, satisfying all six conditions for a present repair.",,1,0,0
1,1,1,1,5,2943,CWE-787,10,202125,0,119,1,4,1,1,0,0,1,1,cairo,0.004602372646331787,0.9340559244155884,1,819,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,4,9164,CWE-787,4,202256,0,235,1,1,1,1,0,0,1,1,qtbase,0.002602994441986084,0.9106588959693909,1,1916,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,26,3371,CWE-787,2,202276,0,136,3,1,1,1,1,1,1,1,vim,0.004245758056640625,0.9302260875701904,1,851,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1179,CWE-122,3,202304,0,50,0,0,1,1,1,1,1,1,vim,-0.0011833906173706055,0.9455037713050842,1,310,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,978,CWE-119,17,202392,0,38,0,6,1,1,1,1,1,1,php-src,0.001265406608581543,0.9422320127487183,1,239,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,2044,CWE-125,4,202659,0,77,0,0,1,1,1,1,1,1,net,0.003736734390258789,0.9482629299163818,1,505,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,1213,CWE-369,12,202677,0,49,1,0,1,1,1,1,1,1,qemu,0.030558288097381592,0.993962824344635,1,285,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,522,CWE-787,2,202688,0,19,0,0,1,1,1,1,1,1,ghostpdl,0.005755364894866943,0.9549639225006104,1,150,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,576,CWE-476,9,202708,0,26,0,4,0,0,1,1,0,0,vim,0.0062670111656188965,0.933066725730896,1,139,0,0,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,1222,CWE-704,4,202719,0,44,0,1,1,1,1,1,1,1,linux,0.0015761852264404297,0.953208863735199,1,254,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,39,13504,CWE-772,32,202748,0,416,0,7,1,1,1,1,1,1,ImageMagick,0.0,1.000000238418579,1,2673,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,349,CWE-119,1,202783,0,18,0,0,1,1,1,1,1,1,php-src,0.0016959309577941895,0.9376844763755798,1,109,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,14,1080,CWE-787,5,202822,0,46,1,0,1,1,1,1,1,1,ghostpdl,-0.0005570650100708008,0.9447214007377625,1,305,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,1898,CWE-787,11,202888,0,86,0,1,1,1,1,1,1,1,linux,0.002096235752105713,0.9545847177505493,1,463,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function esp_output_head contains no vhost networking logic, no nheads variable, and no VHOST_RX_BATCH guard.",The historical repair is a bounds/batch-limiting guard specific to vhost networking (nheads > VHOST_RX_BATCH) which is entirely absent from the unrelated target function esp_output_head.,verifier_not_no,0,1,1
1,1,1,1,5,1844,CWE-787,9,202889,0,85,0,0,1,1,1,1,1,1,linux,0.005177021026611328,0.9562326669692993,1,448,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function esp6_output_head contains no vhost networking logic, no nheads accumulation, and no VHOST_RX_BATCH guard.","The historical repair is a bounds/batch overflow guard specific to vhost_rx batching, which is entirely absent from the unrelated esp6_output_head target function.",verifier_not_no,0,1,1
1,1,1,1,5,7610,CWE-434,54,202892,8,260,2,14,0,0,1,1,1,1,pure-ftpd,0.005372941493988037,0.9469370245933533,1,1476,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,434,CWE-787,1,202943,0,12,0,0,0,0,0,0,0,0,lua,0.0004957914352416992,0.9484584331512451,1,122,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,3,1582,CWE-703,8,203614,8,73,8,2,1,1,1,1,1,1,linux,0.0030707120895385742,0.9502585530281067,1,383,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,20,2749,CWE-703,11,203902,0,116,0,2,1,1,1,1,0,0,vim,0.0013816356658935547,0.9414913058280945,1,761,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,33,3355,CWE-200,31,204016,0,132,2,8,1,1,1,1,1,1,squashfs-tools,0.006322681903839111,0.9390935897827148,1,822,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
