author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_override,repair_applied_pred,repair_applied_correct
1,1,1,1,7,789,CWE-125,0,210904,0,36,0,0,1,1,1,1,1,1,curl,0.03812593221664429,0.988023579120636,1,203,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,29,3475,CWE-200,1,210910,1,144,0,0,1,1,1,1,0,0,vim,0.003973543643951416,0.9494797587394714,1,921,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,900,CWE-476,0,210928,1,39,0,0,0,0,1,1,0,0,linux,0.00790870189666748,0.9593801498413086,1,219,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,10,22933,CWE-416,114,210944,12,761,0,32,0,0,0,0,0,0,vim,0.012569904327392578,0.9365551471710205,1,4675,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,0,2509,CWE-20,12,211090,0,99,1,2,0,0,1,1,0,0,cifs-utils,-0.0013187527656555176,0.9476956129074097,1,586,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,7299,CWE-22,61,211102,0,242,0,22,1,1,1,1,1,1,file-roller,0.04139620065689087,0.9889702796936035,1,1279,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1690,CWE-22,13,211103,0,50,0,6,0,0,1,1,0,0,file-roller,0.0022640228271484375,0.9607888460159302,1,279,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,11,5119,CWE-787,14,211110,0,197,1,2,1,1,1,1,1,1,libtiff,0.007104694843292236,0.9407434463500977,1,1244,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,534,CWE-416,2,211113,0,23,0,1,1,1,0,0,1,1,linux,0.001225590705871582,0.9620147943496704,1,116,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,22,6639,CWE-125,27,211126,3,147,8,7,1,1,1,1,1,1,libmobi,0.004545450210571289,0.9551057815551758,1,1226,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,9,2717,CWE-787,16,211136,4,105,5,3,1,1,1,1,1,1,rizin,0.0008574128150939941,0.9436108469963074,1,645,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,44,8217,CWE-125,3,211179,4,171,7,0,1,1,1,1,1,1,exiv2,0.0,1.0000001192092896,1,1604,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,15,2835,CWE-17,20,211181,0,118,1,6,0,0,0,0,0,0,php-src,0.01700371503829956,1.000000238418579,1,871,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,11,2993,CWE-125,9,211471,0,113,1,0,1,1,1,1,1,1,frr,0.0031294822692871094,0.9474506378173828,1,642,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,5,2983,CWE-189,13,211473,1,126,0,1,1,1,1,1,1,1,gdk-pixbuf,0.0035400390625,0.95067298412323,1,815,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,75,25995,CWE-787,39,211506,8,677,0,0,1,1,1,1,1,1,zlib,0.013822674751281738,0.9321238994598389,1,5102,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,0,1349,CWE-122,0,211563,0,47,0,0,0,0,0,0,0,0,vim,-0.0014050006866455078,0.9440128207206726,1,256,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,7,466,CWE-189,10,211567,1,21,1,3,1,1,1,1,1,1,clamav-devel,-0.0012974143028259277,0.9499080181121826,1,151,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,0,1662,CWE-416,11,211695,0,73,0,3,0,0,0,0,0,0,vim,-0.0019298791885375977,0.9451519250869751,1,433,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,13,28165,CWE-119,152,211699,13,876,32,49,1,1,1,1,1,1,gnulib,0.01550358533859253,0.9332834482192993,1,4845,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,1407,CWE-120,5,211700,0,51,2,0,1,1,1,1,1,1,linux,0.003787219524383545,0.9642631411552429,1,310,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,9,2313,CWE-20,1,211773,0,129,0,0,1,1,1,1,0,0,ntp,0.004067063331604004,0.9495160579681396,1,658,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,8,11802,CWE-20,55,211785,0,431,1,0,1,1,1,1,1,1,jasper,0.003620326519012451,0.9656069874763489,1,2712,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,3,5974,CWE-787,13,211842,6,208,4,5,1,1,0,0,0,0,vim,0.0002739429473876953,0.9382659196853638,1,1330,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,66,34484,CWE-787,142,211845,0,1024,2,51,1,1,1,1,1,1,ImageMagick6,0.004708647727966309,0.9876800775527954,1,6067,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,1,1118,CWE-269,13,211868,0,56,3,0,0,0,0,0,0,0,nf,0.010764598846435547,0.955946683883667,1,264,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,39,5086,CWE-668,20,211877,1,137,1,4,1,1,0,0,0,0,libexpat,0.004100322723388672,0.9538789391517639,1,1052,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,4,9385,CWE-125,57,211915,5,358,0,0,1,1,1,1,1,1,jasper,0.03341853618621826,0.9981731176376343,1,2400,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,10,6487,CWE-703,5,212083,0,241,6,0,1,1,1,1,1,1,linux,0.008545279502868652,0.9797505140304565,1,1466,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,5,1932,CWE-119,24,212144,1,50,1,6,0,0,0,0,0,0,libmobi,0.006139874458312988,0.9277764558792114,1,383,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,494,CWE-787,1,212152,0,19,0,0,1,1,1,1,1,1,bash,0.006290078163146973,0.9503180384635925,1,121,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,6,1092,CWE-119,5,212339,0,32,0,2,1,1,1,1,1,1,icecast-server,0.007308065891265869,0.9353073239326477,1,234,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,295,CWE-703,7,212407,0,13,0,2,1,1,1,1,0,0,varnish-cache,0.0011130571365356445,0.9438270330429077,1,100,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,5619,CWE-416,71,212414,1,231,3,10,1,1,1,1,0,0,linux,0.007413268089294434,0.9575740694999695,1,1323,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,21,16686,CWE-416,46,212433,3,686,4,14,0,0,1,1,0,0,vim,0.010997593402862549,0.9342244267463684,1,3465,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,1,532,CWE-787,8,212436,0,22,0,0,1,1,1,1,1,1,linux,0.0066991448402404785,0.9418067932128906,1,113,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,698,CWE-191,1,212818,1,28,0,0,1,1,1,1,1,1,pjproject,-0.0022978782653808594,0.9500612020492554,1,155,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,5,501,CWE-787,1,212822,0,14,1,0,1,1,1,1,0,0,ghostpdl,-0.001347959041595459,0.9554814100265503,1,116,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,3806,CWE-476,17,212829,0,136,0,7,1,1,1,1,1,1,php-src,0.004292726516723633,0.9739811420440674,1,970,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,10,4516,CWE-190,6,212834,0,124,2,0,1,1,1,1,1,1,rsyslog,0.0005100369453430176,0.9302186965942383,1,1019,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,2622,CWE-416,35,212857,2,111,1,16,0,0,1,1,0,0,vim,0.00019884109497070312,0.9466654062271118,1,572,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,1385,CWE-787,4,212871,0,36,0,1,1,1,1,1,1,1,newsbeuter,0.002181828022003174,0.9347818493843079,1,313,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,3,320,CWE-835,0,212927,0,11,0,0,1,1,0,0,0,0,qemu,-0.001790463924407959,0.9535771012306213,1,70,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,11,3456,CWE-732,15,212934,1,106,2,3,0,0,0,0,0,0,cyrus-imapd,0.007845818996429443,0.9543606042861938,1,720,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1838,CWE-476,6,212955,0,86,0,2,1,1,1,1,1,1,linux,0.003964483737945557,0.9575669169425964,1,364,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,2277,CWE-125,1,213037,0,88,0,0,1,1,1,1,1,1,php-src,0.003255128860473633,0.9466711282730103,1,758,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,369,CWE-416,0,213075,0,16,1,0,1,1,1,1,1,1,linux,0.0003018379211425781,0.9440358877182007,1,74,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,0,3733,CWE-754,18,213370,1,117,0,5,0,0,1,1,0,0,glib,0.005446016788482666,0.9401930570602417,1,599,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,16,6540,CWE-787,10,213515,3,244,1,3,1,1,0,0,1,1,vim,0.005741119384765625,0.9512767195701599,1,1575,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,2176,CWE-416,20,213528,1,84,0,3,0,0,0,0,0,0,linux,-6.622076034545898e-05,0.9335735440254211,1,521,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,1,482,CWE-119,4,213998,0,20,0,1,0,0,0,0,0,0,libtpms,0.0,0.935049295425415,1,96,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,836,CWE-787,4,214003,0,36,0,0,1,1,1,1,1,1,libvncserver,-0.004425942897796631,0.9449840784072876,1,255,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,2279,CWE-125,6,214124,2,77,2,0,1,1,1,1,1,1,chafa,0.004796385765075684,0.9562021493911743,1,482,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,18,11322,CWE-476,31,214160,1,422,3,4,1,1,1,1,1,1,linux,0.0057967305183410645,0.9566044807434082,1,2574,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,4,1300,CWE-20,9,214276,0,50,4,2,1,1,1,1,1,1,linux,0.00010669231414794922,0.952075183391571,1,363,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,18,2479,CWE-787,15,214282,1,64,1,6,1,1,1,1,1,1,radare2,0.0004444718360900879,0.9460416436195374,1,475,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,17,7013,CWE-79,23,214335,3,211,0,1,1,1,0,0,0,0,ceph,0.006202876567840576,0.9554831385612488,1,1614,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,745,CWE-362,4,214336,0,28,0,0,1,1,1,1,1,1,linux,0.0009407997131347656,0.9519654512405396,1,166,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,1527,CWE-787,9,214339,2,60,0,0,1,1,1,1,1,1,linux,0.0,0.9502578377723694,1,390,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,7,5074,CWE-20,19,214358,0,169,0,0,1,1,1,1,1,1,clamav-devel,-0.0005177855491638184,0.9380680322647095,1,1268,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,10,833,CWE-119,2,214364,0,26,3,1,1,1,1,1,1,1,php-src,-0.000498652458190918,0.9399944543838501,1,189,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,2338,CWE-401,16,214909,0,81,0,0,0,0,1,1,0,0,linux,0.002170741558074951,0.9692442417144775,1,623,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,776,CWE-476,9,214948,0,33,0,3,0,0,0,0,0,0,nagioscore,-0.0006379485130310059,0.9521070718765259,1,213,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,121,49196,CWE-787,278,214997,10,1462,22,35,1,1,1,1,1,1,liblouis,0.006035268306732178,0.9367398023605347,1,10696,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,12,5721,CWE-125,18,215038,0,174,3,6,1,1,1,1,1,1,gst-plugins-good,0.00025409460067749023,0.9426119327545166,1,1099,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,4,503,CWE-269,2,215073,0,17,0,0,0,0,1,1,1,1,linux,0.0010017156600952148,0.9385315179824829,1,105,0,0,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,4,9585,CWE-617,12,215103,23,161,0,6,0,0,0,0,0,0,mongo,0.0025929808616638184,0.9216801524162292,1,1687,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,0,0,0,500,CWE-703,0,215142,0,11,0,0,0,0,0,0,0,0,open62541,-0.006738781929016113,0.9237877130508423,1,73,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,12,683,CWE-787,4,215188,0,21,1,0,1,1,1,1,1,1,libmobi,0.002485334873199463,0.9607822895050049,1,148,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,5,6042,CWE-835,3,215262,0,150,0,0,1,1,1,1,1,1,qemu,0.0041037797927856445,0.9557304978370667,1,957,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,31,81477,CWE-120,85,215264,13,1975,4,37,1,1,0,0,1,1,perl5,0.008784592151641846,0.9491892457008362,1,13490,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,1821,CWE-20,14,215312,0,63,1,1,1,1,1,1,1,1,linux-2.6,0.0008301138877868652,0.9456091523170471,1,381,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,751,CWE-189,7,215374,0,39,3,0,1,1,1,1,1,1,linux-2.6,0.00225675106048584,0.965582013130188,1,177,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,403,CWE-20,2,215391,0,11,0,0,0,0,0,0,0,0,linux-2.6,-0.00906527042388916,0.9389445781707764,1,64,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,592,CWE-119,9,215399,0,22,0,1,0,0,1,1,1,1,linux-2.6,-0.0019216537475585938,0.9539491534233093,1,131,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,38,2869,CWE-20,16,215400,0,130,0,3,1,1,1,1,1,1,linux-2.6,0.003719151020050049,0.9416723847389221,1,845,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,4759,CWE-189,6,215549,1,189,3,0,1,1,1,1,1,1,gzip,0.014281511306762695,0.9506257772445679,1,1264,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,21,2320,CWE-119,10,215921,0,80,0,1,1,1,0,0,0,0,grep,0.048949480056762695,1.0,1,648,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,2,1312,CWE-310,0,215948,0,60,0,0,0,0,0,0,0,0,nettle,0.012684822082519531,0.9552356004714966,1,470,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,3123,CWE-476,9,216027,0,80,0,0,1,1,1,1,1,1,tar,0.03852343559265137,0.9999997019767761,1,483,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1641,CWE-20,16,216126,0,53,0,5,1,1,1,1,1,1,openssl,-0.006928622722625732,0.9454816579818726,1,252,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,2415,CWE-399,24,216202,0,89,0,8,1,1,1,1,1,1,libssh,0.005345702171325684,0.9506345987319946,1,466,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,2379,CWE-362,13,216515,0,68,1,2,1,1,1,1,1,1,openssl,0.020479679107666016,1.0,1,443,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,729,CWE-275,2,216637,0,25,1,0,0,0,0,0,1,1,guile,0.0025672316551208496,0.9394131898880005,1,160,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,8,4342,CWE-20,43,216654,0,109,2,21,0,0,1,1,0,0,core,0.0036500096321105957,0.9382044672966003,1,1059,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,10,2050,CWE-770,15,216701,0,75,0,0,1,1,1,1,1,1,libtiff,0.00103682279586792,0.9422458410263062,1,430,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,12,3458,CWE-327,25,216726,0,108,4,4,1,1,1,1,1,1,openssl,0.004158616065979004,0.9624525904655457,1,641,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1865,CWE-835,6,216767,0,69,0,0,1,1,1,1,1,1,core,0.004619419574737549,0.9443248510360718,1,439,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,7,330,CWE-125,3,216800,0,20,1,0,1,1,1,1,0,0,core,0.004462599754333496,0.9414756894111633,1,97,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,0,95,CWE-476,1,216812,0,5,0,0,0,0,0,0,0,0,openssl,-0.015267789363861084,0.9228329658508301,1,20,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,9,10741,CWE-125,151,216861,2,315,1,34,1,1,0,0,0,0,openssl,0.0076334476470947266,0.9596515893936157,1,1935,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,0,3525,CWE-476,8,216903,0,115,0,2,0,0,0,0,0,0,server,0.0030246973037719727,0.9309641122817993,1,623,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,1,1,0,155,CWE-400,0,216906,0,6,0,0,0,0,0,0,0,0,server,-0.0042198896408081055,0.9256032705307007,1,41,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,2,15070,CWE-416,32,216938,8,476,4,5,1,1,0,0,0,0,server,0.011471390724182129,0.9382410049438477,1,2762,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,1,1,0,1828,CWE-617,12,216945,0,58,2,3,0,0,0,0,0,0,server,0.0012508034706115723,0.929215669631958,1,327,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,6,402,CWE-416,0,216946,0,13,1,0,1,1,1,1,1,1,server,-0.0029456615447998047,0.9651554822921753,1,105,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,5013,CWE-617,1,216965,0,146,1,0,1,1,0,0,0,0,server,0.013579607009887695,0.9319337010383606,1,959,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,1566,CWE-79,2,217176,0,31,0,0,1,1,1,1,1,1,monit,0.001251220703125,0.9579595327377319,1,288,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,2024,CWE-59,20,217459,0,59,0,1,1,1,1,1,1,1,JUCE,0.011210799217224121,0.9276260137557983,1,395,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,5,6479,CWE-120,36,217547,3,250,3,1,1,1,1,1,1,1,libMeshb,0.0021393299102783203,0.9492349028587341,1,1840,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,15,37504,CWE-125,6,217551,0,1322,2,0,1,1,1,1,1,1,elfspirit,0.0013366937637329102,0.9409846067428589,1,4984,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,1,0,1,67,28274,CWE-704,42,217569,0,871,0,14,0,1,0,1,0,1,ImageMagick6,-0.0013997554779052734,0.9854605793952942,0,5754,0,1,0,1,best_ensemble_pred,1,1,0,True,api_replacement,high,"case EXIF_FMT_SINGLE: { EXIFMultipleValues(4,""%.20g"",(double) ReadPropertySignedLong(endian,p1)); break; } and case EXIF_FMT_DOUBLE: { EXIFMultipleValues(8,""%.20g"",(double) ReadPropertySignedLong(endian,p1)); break; }","The target function already uses the endian-safe ReadPropertySignedLong API and the %.20g format specifier for both EXIF_FMT_SINGLE and EXIF_FMT_DOUBLE, exactly matching the historical patch's repair.",1,0,1
0,1,0,1,4,1718,CWE-190,7,218785,0,76,0,1,0,1,0,1,0,1,ImageMagick6,0.007056117057800293,0.9854543209075928,0,363,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"SetPSDPixel(image,channels,type,packet_size, (((unsigned char) ((ssize_t) pixel)) & (0x01 << (7-bit))) != 0 ? 0 : QuantumRange,q++,indexes,x++);",The target function already contains the exact cast `(ssize_t) pixel` inside the `(unsigned char)` conversion that was introduced in the historical patch to prevent the CWE-190 integer overflow/undefined behavior.,1,0,1
0,1,0,1,3,6781,CWE-401,4,218852,3,180,1,2,1,0,1,0,1,0,tensorflow,0.0029757022857666016,0.9180470705032349,0,1434,0,1,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,0,1491,CWE-476,4,218933,0,36,0,0,1,0,1,0,1,0,tensorflow,0.0011392831802368164,0.9357309341430664,0,258,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,2,2762,CWE-617,13,219032,1,76,1,0,1,0,0,1,1,0,tensorflow,0.0003197789192199707,0.9544575214385986,0,673,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,466,CWE-476,4,219912,0,14,0,0,0,1,0,1,0,1,gpac,0.002289891242980957,0.9423142075538635,0,116,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (!hmhd || (hmhd->type != GF_ISOM_BOX_TYPE_HMHD)),"The target function contains the exact null check guard added in the historical patch, protecting the same dereference path.",1,0,1
1,0,0,1,4,3008,CWE-617,10,219931,4,80,4,0,1,0,0,1,1,0,tensorflow,0.005847573280334473,0.9384267330169678,0,621,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,9884,CWE-287,47,219947,0,137,0,18,0,1,0,1,0,1,glewlwyd,0.0025119781494140625,0.9502125382423401,0,1609,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"In the target's failed password authentication branch, it directly sets response->status = 401 and increments invalid metrics without calling get_session_id, user_session_update, or o_free(session_uid).","The vulnerable code that updated the session state and leaked memory on an invalid authentication attempt has been removed in the target, matching the historical fix.",1,0,1
0,1,0,1,2,5527,CWE-190,0,220021,1,132,0,0,1,0,0,1,0,1,tensorflow,0.0033107399940490723,0.9590068459510803,0,1073,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,1686,CWE-909,21,220100,1,78,1,2,0,1,1,0,1,0,linux,0.0028592944145202637,0.9666721224784851,0,408,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,11,5125,CWE-401,10,220168,6,104,2,1,0,1,0,1,0,1,tensorflow,0.004166901111602783,0.9367724657058716,0,1067,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"auto cleanup = gtl::MakeCleanup([&decode]() { std::cerr << ""Cleanup called...\n""; png::CommonFreeDecode(&decode); });","The target function already contains the exact cleanup guard added by the historical patch to ensure the allocated decode context is freed on all exit paths, thereby preventing the memory leak (CWE-401).",1,0,1
0,1,0,1,4,2328,CWE-125,7,220201,0,68,1,3,1,0,1,0,1,0,tensorflow,0.002110421657562256,0.9549214839935303,0,521,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,11,878,CWE-476,5,220442,0,42,0,0,0,1,0,1,0,1,mruby,0.007182121276855469,0.9425991773605347,0,248,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"The target function defers the extraction of the array pointer and length (`struct RArray *a = mrb_ary_ptr(self); mrb_int len = ARY_LEN(a);`) until after the early return for the 0-argument case, matching the fixed side of the patch.","The target function already incorporates the specific repair from the patch, which moves the array pointer and length extraction below the early return to prevent a NULL pointer dereference on an uninitialized array.",1,0,1
0,1,0,1,0,4232,CWE-354,2,220449,0,92,0,0,0,1,0,1,0,1,tensorflow,0.0017314553260803223,0.9656845331192017,0,890,0,1,0,1,best_ensemble_pred,1,1,0,True,api_replacement,high,"Tensor input_shuffled;
    OP_REQUIRES_OK(
        ctx, ctx->allocate_temp(input.dtype(), TensorShape(post_shuffle(input)),
                                &input_shuffled));","The target function already uses the patched OP_REQUIRES_OK/ctx->allocate_temp API for all three temporary tensor allocations (input_shuffled, filter_shuffled, output_shuffled) instead of the vulnerable direct Tensor constructor, fully incorporating the historical repair.",1,0,1
0,1,0,1,0,2769,CWE-476,8,220463,0,64,2,0,1,0,1,0,1,0,tensorflow,0.0033898353576660156,0.9284628629684448,0,526,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,6,2361,CWE-787,0,220804,0,61,0,0,0,1,0,1,0,1,tensorflow,0.0031906962394714355,0.9550420045852661,0,467,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"OP_REQUIRES(context, num_batches > 0, ...); OP_REQUIRES(context, splits_values(0) == 0, ...); OP_REQUIRES(context, splits_values(num_batches) == num_values, ...);","The target function already contains all the shape/bounds validation guards and the splits-based logic introduced by the fixed side of the patch, fully protecting the same risky operations.",1,0,1
0,1,0,1,0,2700,CWE-369,2,220841,0,66,0,0,0,1,1,0,1,0,tensorflow,0.00287550687789917,0.947236180305481,0,631,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,0,1185,CWE-617,11,220909,0,42,0,1,1,0,1,0,1,0,tensorflow,0.007836639881134033,0.9167453646659851,0,296,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
